code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at,score,net_income_years,net_income_4y_mean,net_income_4y_cv,net_income_4y_min,net_income_all_positive_4y,revenue_4y_mean,revenue_3y_cagr,roe_3y_mean,roe_3y_min,fcf_5y_mean,fcf_yield_5y,net_buyback_4y,shares_change_4y
8387,8387.T,"The Shikoku Bank, Ltd.",四国銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,2559.0,4488.418,0.57013404,106869907456,16.31599,,0.09653,156.84,53284999168.0,0.27794,0.3197,160461996032.0,213524004864.0,2.3,2026-04-30,0.912,4,6898000000.0,0.12706571280608725,5549000000.0,True,47821750000.0,0.06548879705733412,0.041274677402952105,0.0364702286865394,-17511500000.0,-0.16385810015985797,4000000.0,0.0031951928854705436
9414,9414.T,Nippon BS Broadcasting Corporation,日本ＢＳ放送,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Broadcasting,JPY,906.0,1354.211,0.6690242,16157598720,14.196177,13.111433,0.11429,63.82,12115999744.0,0.27354,0.14642,8995000320.0,509000000.0,3.32,2026-04-30,0.828,4,1446665750.0,0.06679839376696317,1345307000.0,True,12180484750.0,-0.012055266138566001,0.06059731276579927,0.056025173508264116,1485495000.0,0.0919378569639338,,0.0007189438041508289
6430,6430.T,"Daikoku Denki Co., Ltd.",ダイコク電機,プライム（内国株式）,機械,機械,Technology,Computer Hardware,JPY,2352.0,3478.158,0.67622,34244702208,5.4357624,37.813503,0.13354,432.69,55001300992.0,0.19377,0.11598,18553802752.0,0.0,4.24,2026-04-30,0.764,4,5087188750.0,0.6052922870671427,1228963000.0,True,41872905500.0,0.3302686296293704,0.16627285659697424,0.09072491086755068,3150968500.0,0.09201331291658578,3101571000.0,0.0008774278423662185
6419,6419.T,Mars Group Holdings Corporation,マースグループホールディングス,プライム（内国株式）,機械,機械,Consumer Cyclical,Leisure,JPY,2792.0,4511.768,0.61882615,51523948544,7.1333675,15.756208,0.08817001,391.4,32696530944.0,0.29177,0.21583,37779460096.0,625137984.0,5.31,2026-04-30,0.748,4,5575558000.0,0.5577080414819655,1855121000.0,True,28569004250.0,0.40902766715736094,0.10271005660486264,0.056894906898065666,3916504750.0,0.07601328820238641,1123465000.0,0.09524498692779093
9508,9508.T,"Kyushu Electric Power Company, Incorporated",九州電力,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Independent Power Producers,JPY,1689.0,2385.836,0.707928,798530404352,4.642278,10.310726,0.16837999,363.83,2290826870784.0,0.089370005,0.079,328004009984.0,3278033911808.0,2.86,2026-04-30,0.721,4,61413500000.0,1.4661379989313479,-56429000000.0,False,2115221750000.0,0.10573592009254829,0.09012652820019262,-0.09193700012545232,326569750000.0,0.4089634511349738,102839000000.0,-0.000369882270689903
4977,4977.T,Nitta Gelatin Inc.,新田ゼラチン,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1196.0,1289.545,0.9274589,21752471552,4.771594,10.101351,0.21492,250.65,37509001216.0,0.1144,0.121379994,5967000064.0,6888000000.0,2.96,2026-04-30,0.708,4,898250000.0,2.0169049851697882,-1850000000.0,False,37533500000.0,0.06825169956701127,0.049030211231187004,-0.099243602811008,844750000.0,0.038834667498844774,3000000.0,0.0034548571172923204
8917,8917.T,"First Juken Co., Ltd.",ファースト住建,スタンダード（内国株式）,不動産業,不動産,Consumer Cyclical,Residential Construction,JPY,1105.0,2929.224,0.377233,15374509056,10.765783,,0.085710004,102.64,39623999488.0,0.08201,0.06289,13107000320.0,9676000256.0,3.83,2026-04-30,0.705,4,1933440250.0,0.20230145881408224,1435197000.0,True,40552042000.0,0.023771371645874506,0.04900495999625818,0.03565304860783646,329825500.0,0.02145275005521451,74000.0,0.001284494939238101
5445,5445.T,"Tokyo Tekko Co., Ltd.",東京鐵鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,1806.0,2432.047,0.7425843,45709860864,4.5421395,7.0054307,0.15648,397.61,73455001600.0,0.15199,0.12606,7456999936.0,4536000000.0,12.72,2026-04-30,0.702,4,4418250000.0,1.3274755225452168,-4724000000.0,False,76882000000.0,0.07713801496347283,0.1447254483887608,0.08270668189476779,1575000000.0,0.03445646016482261,1979000000.0,-0.03672174572132503
9022,9022.T,Central Japan Railway Company,東海旅客鉄道,プライム（内国株式）,陸運業,運輸・物流,Industrials,Railroads,JPY,3744.0,5185.515,0.7220112,3576475942912,6.5582957,8.819373,0.114700004,570.88,2006218047488.0,0.27111,0.27558002,368593010688.0,4805923176448.0,0.79,2026-04-30,0.691,4,252580750000.0,0.7757663737760429,-51928000000.0,False,1469419500000.0,0.2512315192489425,0.0871427460102312,0.059922731882527225,12173250000.0,0.003403699673732022,1000000.0,-7.266291582874729e-07
4231,4231.T,Tigers Polymer Corporation,タイガースポリマー,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,988.0,2273.48,0.43457606,19300683776,5.0177755,,0.095410004,196.9,50891001856.0,0.06771,0.078600004,18517000192.0,2024999936.0,3.55,2026-04-30,0.615,4,2012942750.0,0.5940334370259049,816448000.0,True,45840899500.0,0.06468816363816088,0.061850485521891124,0.024398066008128945,2461308000.0,0.12752439387979536,171796000.0,-0.008070842031577596
7466,7466.T,SPK Corporation,ＳＰＫ,プライム（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Auto Parts,JPY,1272.0,2794.838,0.4551248,25685903360,9.753105,,0.10411,130.42,74135003136.0,0.05129,0.03793,8184000000.0,8057999872.0,2.81,2026-04-30,0.601,4,2143622000.0,0.15863147526354723,1625253000.0,True,58601390250.0,0.12952865687163762,0.09894831986192891,0.09714595236803662,278215500.0,0.010831446965313195,,0.004781575305852659
6418,6418.T,"Japan Cash Machine Co., Ltd.",日本金銭機械,プライム（内国株式）,機械,機械,Industrials,Business Equipment & Supplies,JPY,973.0,1295.077,0.75130665,26394202112,5.702397,32.00658,0.14310001,170.63,30916444160.0,0.16922002,0.15174,22408933376.0,9450000384.0,4.07,2026-04-30,0.597,4,2710978750.0,0.4576741514576829,605375000.0,True,28681296000.0,0.2357339719326912,0.1227282665011219,0.11759208267599876,257886250.0,0.009770564342339154,3943696000.0,-0.09204476297729958
8928,8928.T,Anabuki Kosan Inc.,穴吹興産,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,2507.0,4547.755,0.551261,26741669888,4.962784,,0.1166,505.16,147807993856.0,0.086289994,0.03645,15105000448.0,70982000640.0,2.82,2026-04-30,0.588,4,4201123250.0,0.09700372835137355,3722466000.0,True,122661865000.0,0.05562863914406657,0.11094005090335535,0.08869175617547456,-4044784500.0,-0.15125399860743355,157000.0,-3.843686819382519e-06
3020,3020.T,"Applied Co.,Ltd.",アプライド,スタンダード（内国株式）,小売業,小売,Technology,Electronics & Computer Distribution,JPY,3890.0,4855.254,0.80119395,10514067456,4.933418,,0.18445,788.5,48638001152.0,0.067210004,0.04632,7578999808.0,320000000.0,2.57,2026-04-30,0.581,4,1390000000.0,0.18650237939169026,1098000000.0,True,43167250000.0,0.024654835452901036,0.13543791822539397,0.1232430230189448,1532000000.0,0.1457095464159061,-0.0,-5.4382448453238474e-05
5906,5906.T,"MK Seiko Co., Ltd.",エムケー精工,スタンダード（内国株式）,金属製品,建設・資材,Technology,Consumer Electronics,JPY,865.0,1347.215,0.6420653,12045784064,7.7460375,,0.114630006,111.67,28500000768.0,0.16099001,0.07119,5346999808.0,3351000064.0,1.73,2026-04-30,0.563,4,945559250.0,0.33380849270815566,566217000.0,True,27231468750.0,0.043818098917094206,0.07428015777283616,0.04952211720431503,1127292750.0,0.09358400781639646,,0.009542489066505233
2112,2112.T,"Ensuiko Sugar Refining Co., Ltd.",塩水港精糖,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Confectioners,JPY,501.0,710.072,0.70556223,13788808192,5.297663,,0.14479,94.57,32724000768.0,0.11206,0.07872,2696999936.0,6967000064.0,3.95,2026-04-30,0.559,4,1179500000.0,0.5674873803551999,498000000.0,True,29288250000.0,0.08966212839041798,0.10220901365591077,0.04652683701592937,1426250000.0,0.103435335392328,-0.0,0.008089450192047654
1798,1798.T,Moriya Corporation,守谷商会,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1194.0,1668.638,0.71555364,13020212224,4.750915,,0.16181,251.32,53027000320.0,0.06083,0.05133,10883999744.0,1844999936.0,9.84,2026-04-30,0.551,4,1433309000.0,0.2155513190890603,900315000.0,True,42856967500.0,0.08976438900598804,0.09947508260136251,0.07210229465753963,1355442000.0,0.10410291143346574,121922000.0,-0.008907103825136597
2418,2418.T,TSUKADA GLOBAL HOLDINGS Inc.,ツカダ・グローバルホールディング,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,620.0,785.951,0.7888533,29167136768,6.1624093,,0.123409994,100.61,73094995968.0,0.24826999,0.06523,27990999040.0,77720002560.0,2.25,2026-04-30,0.542,4,4035750000.0,0.36528867058416004,1498000000.0,True,61453250000.0,0.12236774140717532,0.16649973285032027,0.1373192788433846,2916000000.0,0.09997553147552066,199000000.0,-0.007415068534562308
9247,9247.T,TRE Holdings Corporation,ＴＲＥホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Waste Management,JPY,1599.0,1705.623,0.9374873,75191967744,4.8142347,12.074304,0.17698,332.14,123234000896.0,0.19368,0.11379,26589999104.0,64632000512.0,3.05,2026-04-30,0.541,4,6461750000.0,0.5277972540998637,3623000000.0,True,92621000000.0,0.2026053435743307,0.10363947747406305,0.054636897625564576,13057500000.0,0.17365551656336237,5159000000.0,-0.04985620603671226
9248,9248.T,"People, Dreams & Technologies Group Co., Ltd.",人・夢・技術グループ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Engineering & Construction,JPY,1546.0,2397.067,0.64495486,13512257536,8.748797,,0.12982,176.71,47473999872.0,0.09252,0.05519,8024000000.0,14403999744.0,3.88,2026-04-30,0.503,4,1227500000.0,0.7450133011975437,-190000000.0,False,40803500000.0,0.06936073648169883,0.0422092072210038,-0.009329732383992144,-683750000.0,-0.05060220308696165,1426000000.0,-0.029479150739110782
8152,8152.T,SOMAR Corporation,ソマール,スタンダード（内国株式）,卸売業,商社・卸売,Basic Materials,Specialty Chemicals,JPY,5520.0,11109.357,0.49687842,10697351168,4.7665105,,0.09273,1158.08,30656999424.0,0.086289994,0.06165,11198999552.0,6111000064.0,1.79,2026-04-30,0.486,4,1315886500.0,0.6008163075310619,611052000.0,True,26200481500.0,0.10135305324392085,0.08889774991669495,0.042871393851762,98501500.0,0.009208027151119135,6478000.0,-0.0006521512743500324
8860,8860.T,Fuji Corporation Limited,フジ住宅,プライム（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,805.0,1604.275,0.50178427,28814913536,5.537975,,0.09658,145.36,140851511296.0,0.056149997,0.03797,20689860608.0,111590506496.0,3.98,2026-04-30,0.423,4,4252709500.0,0.09779805145637387,3817753000.0,True,119421084750.0,0.014471351127421483,0.08887948043330633,0.08350859680162817,-3708899250.0,-0.12871457154873206,938321000.0,0.0005580018620254812
1518,1518.T,"Mitsui Matsushima Holdings Co., Ltd.",三井松島ホールディングス,プライム（内国株式）,その他製品,情報通信・サービスその他,Energy,Thermal Coal,JPY,1356.0,1379.069,0.9832721,51928915968,6.6824365,6.560232,0.18361999,202.92,64461000704.0,0.16,0.16667,6489999872.0,51335000064.0,4.61,2026-04-30,0.391,4,13033750000.0,0.5158283873042014,5396000000.0,True,66163250000.0,0.09141931002781689,0.29722470308250126,0.13425789318383005,13472500000.0,0.2594411947343965,6302000000.0,-0.13788373216889172
7173,7173.T,"Tokyo Kiraboshi Financial Group, Inc.",東京きらぼしフィナンシャルグループ,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,11700.0,13398.893,0.8732065,354405974016,12.988022,,0.09907,900.83,153629999104.0,0.33841,0.24905,931164979200.0,169728999424.0,1.43,2026-04-30,0.356,4,24086500000.0,0.2063812941957704,18183000000.0,True,124389000000.0,0.12169485534433488,0.0749231582989952,0.06545758410448455,10982500000.0,0.030988473121799535,636000000.0,0.0003480593054401293
7254,7254.T,Univance Corporation,ユニバンス,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,798.0,1447.978,0.5511133,16652989440,7.8442936,,0.09348,101.73,54839001088.0,0.083009996,0.047870003,9857999872.0,408000000.0,2.03,2026-04-30,0.348,4,2086295500.0,0.4210575262122457,787999000.0,True,51087633750.0,0.031952576401370614,0.07785427246748888,0.04015971252540468,3797356000.0,0.22802848783887777,376000.0,-3.706052968621698e-05
1911,1911.T,"Sumitomo Forestry Co., Ltd.",住友林業,プライム（内国株式）,建設業,建設・資材,Consumer Cyclical,Residential Construction,JPY,1388.0,2025.788,0.68516546,848670162944,7.9765534,2.216261,0.12991,174.01,1141233942528.0,0.06561,0.031229999,89054003200.0,302932983808.0,3.47,2026-04-30,0.323,4,108509000000.0,0.047866987448836135,102170000000.0,True,1931025750000.0,0.10740698490329414,0.13263718783700515,0.11085406663756729,21630750000.0,0.02548781722803105,6053000000.0,0.019934971286542202
5644,5644.T,Metalart Corporation,メタルアート,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄,Industrials,Metal Fabrication,JPY,5060.0,8720.622,0.5802338,14484958208,7.920978,,0.09182,638.81,44818001920.0,0.10054,0.048189998,10115999744.0,4818999808.0,2.91,2026-04-30,0.31,4,2241000000.0,0.10641658137994355,1998000000.0,True,42055750000.0,0.07878632114981499,0.10909033026112869,0.08711386278912603,480250000.0,0.0331550835773043,315000000.0,-0.03998878120640392
7022,7022.T,Sanoyas Holdings Corporation,サノヤスホールディングス,スタンダード（内国株式）,機械,機械,Industrials,Aerospace & Defense,JPY,311.0,334.043,0.9310179,10415034368,7.9276066,,0.17322999,39.23,28017000448.0,0.10782,0.06296,3022000128.0,11111000064.0,2.34,2026-04-30,0.263,4,625000000.0,0.5149204210361054,425000000.0,True,21912750000.0,0.09305060596367998,0.07651164775715501,0.05353319057815846,-280000000.0,-0.02688421277420791,149000000.0,0.00661534110727513
5981,5981.T,"Tokyo Rope Mfg. Co., Ltd.",東京製綱,プライム（内国株式）,金属製品,建設・資材,Industrials,Specialty Industrial Machinery,JPY,1703.0,2549.091,0.6680813,26260756480,7.1747556,7.6919603,0.11254,237.36,63146000384.0,0.08618,0.066420004,5472000000.0,23019999232.0,3.78,2026-04-30,0.253,4,2594000000.0,0.3760398354966961,1306000000.0,True,64503250000.0,-0.0047945618295612835,0.09571173068684313,0.06218659025438583,1206500000.0,0.045943078635943393,710000000.0,-0.032902641295414314
9856,9856.T,"Ku Holdings Co.,Ltd.",ケーユーホールディングス,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Auto & Truck Dealerships,JPY,1139.0,2185.965,0.52105135,35714424832,6.56787,,0.085200004,173.42,164998004736.0,0.05172,0.034879997,10353999872.0,14574000128.0,6.55,2026-04-30,0.247,4,6285500000.0,0.05816972927092255,5744000000.0,True,149748250000.0,0.0685243863513092,0.10678772639814525,0.0996193135437408,2107500000.0,0.05900977013947842,-0.0,0.03208535938475321
6658,6658.T,"Shirai Electronics Industrial Co., Ltd.",シライ電子工業,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,682.0,690.584,0.98757,10173589504,5.6067085,,0.19188,121.64,29821999104.0,0.082279995,0.06264,1475000064.0,2852000000.0,5.12,2026-04-30,0.231,4,1738000000.0,0.19322545899003457,1327000000.0,True,30107750000.0,-0.0006808049216068257,0.28981597191649283,0.21644832605531295,2322500000.0,0.22828717426497808,65000000.0,0.08956526027763645
1867,1867.T,UEKI Corporation,植木組,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2516.0,4676.622,0.53799516,16545192960,7.0656295,,0.08371,356.09,61316001792.0,0.064380005,0.04004,4368999936.0,4401999872.0,3.84,2026-04-30,0.227,4,1650885750.0,0.15619733873610644,1350877000.0,True,50807138750.0,0.020717313970616047,0.06518500350678377,0.05494462228843835,389254000.0,0.023526712619252522,198254000.0,-0.008541022172415591
9628,9628.T,"SAN Holdings, Inc.",燦ホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,1390.0,1850.127,0.7512998,28797325312,6.0906143,,0.12838,228.22,39016001536.0,0.09323,0.11885,6864000000.0,15466999808.0,4.09,2026-04-30,0.223,4,2976750000.0,0.3496865650396851,2040000000.0,True,24021250000.0,0.16939263871866217,0.09965202120925128,0.07328040687217019,2195000000.0,0.07622235663272976,1648000000.0,-0.040930630843929006
5280,5280.T,"Yoshicon Co.,Ltd.",ヨシコン,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate - Development,JPY,2518.0,4041.655,0.6230121,17610403840,4.3186693,,0.091520004,583.05,26802999296.0,0.10694,0.093389995,2028000000.0,15745999872.0,6.31,2026-04-30,0.219,4,1982420000.0,0.34464674274347146,1166181000.0,True,21540146250.0,0.11039596379468186,0.08399618682286152,0.05083523361921026,33702000.0,0.001913755090808866,739588000.0,-0.024322028187955813
4208,4208.T,UBE Corporation,ＵＢＥ,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2369.5,4373.067,0.5418394,230175539200,39.957844,6.8997145,0.08762,59.3,459331010560.0,0.05135,0.07703,53071998976.0,355045015552.0,4.6,2026-04-30,0.218,4,10407750000.0,1.5784520085923215,-7034000000.0,False,526260500000.0,-0.09431231852166921,0.014671549035385036,-0.019236080915149577,-3368750000.0,-0.014635569060502498,10058000000.0,0.0032378321963193457
3454,3454.T,"First Brothers Co.,Ltd.",ファーストブラザーズ,スタンダード（内国株式）,不動産業,不動産,Financial Services,Asset Management,JPY,1171.0,1863.147,0.6285065,16422444032,9.388278,,0.08488,124.73,20508160000.0,0.13359,0.10596,2618898944.0,55393837056.0,3.17,2026-04-30,0.218,4,1883512250.0,0.4137089121677227,1180361000.0,True,18120720500.0,0.10098343710475621,0.08845045111872275,0.0576905483606206,-842519500.0,-0.051302930206874583,,7.130994224602283e-05
8897,8897.T,"MIRARTH HOLDINGS,Inc.",ＭＩＲＡＲＴＨホールディングス,プライム（内国株式）,不動産業,不動産,Real Estate,Real Estate - Development,JPY,397.0,593.432,0.6689899,53983502336,10.09151,,0.11354,39.34,188438003712.0,0.06985,0.049439996,38368002048.0,269152993280.0,5.26,2026-04-30,0.212,4,6796000000.0,0.2223228641910838,4584000000.0,True,174483250000.0,0.06488522093706672,0.10466111022694287,0.07582938388625593,-6927250000.0,-0.12832161123752103,-0.0,0.2457964765227283
4365,4365.T,"Matsumoto Yushi-Seiyaku Co.,Ltd.",松本油脂製薬,スタンダード（内国株式）,化学,素材・化学,,,JPY,21110.0,29715.572,0.71040195,61313785856,8.967143,,0.081140004,2354.15,40668000256.0,0.21073,0.16654,51154001920.0,0.0,,2026-04-30,0.205,4,6768000000.0,0.11458592924218479,5491000000.0,True,40383000000.0,0.05009564237762465,0.10381141300423062,0.08942189985532767,5437500000.0,0.08868315541255883,4808000000.0,-0.10329815556227262
6493,6493.T,NITTAN Corporation,ＮＩＴＴＡＮ,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,601.0,1051.78,0.57141227,17312145408,8.566134,,0.08814,70.16,51469000704.0,0.069910005,0.043909997,11756000256.0,12357000192.0,3.28,2026-04-30,0.204,4,566930000.0,0.18042488075177884,391865000.0,True,45367922500.0,0.09983508270376662,0.02015246389599654,0.016034626757352986,2656199000.0,0.15342979956560218,45716000.0,-0.0013334014494857938
3447,3447.T,"Shinwa Co., Ltd.",信和,スタンダード（内国株式）,金属製品,建設・資材,Industrials,Metal Fabrication,JPY,977.0,1243.508,0.7856805,13247823872,10.135906,,0.109230004,96.39,20060590080.0,0.17859,0.088929996,2563793920.0,10144431104.0,3.59,2026-04-30,0.2,4,961336250.0,0.3851182248701591,409665000.0,True,15250641500.0,0.029019358569286835,0.05161893115797898,0.02655349688776734,145881750.0,0.01101175192314634,299267000.0,0.0019286450275572964
1850,1850.T,"Nankai Tatsumura Construction Co., Ltd.",南海辰村建設,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,423.0,638.556,0.6624321,12194074624,5.9012275,,0.11437,71.68,50148999168.0,0.05609,0.039920002,8120999936.0,788000000.0,1.71,2026-04-30,0.196,4,1505000000.0,0.20975324522049976,1100000000.0,True,44039500000.0,0.12495223560773216,0.10542551686416894,0.07278501951961887,-361500000.0,-0.029645545984154212,,-3.6734188429421444e-05
