code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at,score
8706,8706.T,"Kyokuto Securities Co., Ltd.",極東証券,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,1554.0,1670.872,0.9300533,48948379648,10.331073,,0.09201,150.42,8190000128.0,0.14123,0.58486,44726001664.0,13400000512.0,6.96,2026-04-30,-0.418
6392,6392.T,Yamada Corporation,ヤマダコーポレーション,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,6800.0,7285.929,0.9333058,16277404672,9.578545,,0.08901,709.92,15422000128.0,0.15776,0.098170005,4048000000.0,731000000.0,3.09,2026-04-30,-0.428
2121,2121.T,"MIXI, Inc.",ＭＩＸＩ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,2591.0,2683.313,0.9655974,168690810880,10.340424,13.381883,0.10026,250.57,160919994368.0,0.12154,0.11028,95890997248.0,45108998144.0,4.61,2026-04-30,-0.429
9955,9955.T,"The Yonkyu Co.,Ltd.",ヨンキュウ,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Defensive,Farm Products,JPY,2780.0,3278.815,0.8478673,34069000192,10.171972,,0.09362,273.3,44835000320.0,0.06099,0.081099994,25764999168.0,6992999936.0,0.62,2026-04-30,-0.432
6730,6730.T,AXELL Corporation,アクセル,スタンダード（内国株式）,電気機器,電機・精密,Technology,Semiconductors,JPY,1152.0,1276.684,0.9023377,12407140352,10.977701,,0.094280005,104.94,14341000192.0,0.09722,0.08723,4576999936.0,0.0,4.2,2026-04-30,-0.448
7520,7520.T,"Eco's Co.,Ltd.",エコス,プライム（内国株式）,小売業,小売,Consumer Defensive,Food Distribution,JPY,2222.0,2601.62,0.8540832,24963993600,9.43164,,0.09431,235.59,134198001664.0,0.056789998,0.019709999,10149999616.0,9927000064.0,3.11,2026-04-30,-0.451
5463,5463.T,Maruichi Steel Tube Ltd.,丸一鋼管,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,1451.5,1524.604,0.9520505,320999489536,11.278167,5.257153,0.09511,128.7,245971992576.0,0.13207,0.13329001,89702998016.0,3852999936.0,1.52,2026-04-30,-0.453
6287,6287.T,Sato Corporation,サトー,プライム（内国株式）,機械,機械,Industrials,Business Equipment & Supplies,JPY,2086.0,2609.016,0.7995351,67722223616,9.438487,8.899318,0.08141,221.01,160350994432.0,0.08206,0.04156,29258999808.0,17795000320.0,3.59,2026-04-30,-0.455
6340,6340.T,Shibuya Corporation,澁谷工業,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,3430.0,4032.528,0.850583,94895316992,10.574996,8.252135,0.08295,324.35,129572003840.0,0.10944,0.06927,37576998912.0,3241999872.0,2.77,2026-04-30,-0.476
6371,6371.T,Tsubakimoto Chain Co.,椿本チエイン,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,2351.0,2706.237,0.86873394,229166792704,10.847097,11.935222,0.087510005,216.74,281984008192.0,0.08719,0.08136,67101999104.0,28483000320.0,3.43,2026-04-30,-0.517
6272,6272.T,"Rheon Automatic Machinery Co., Ltd.",レオン自動機,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1516.0,1529.241,0.9913415,40940670976,11.009441,9.519623,0.102060005,137.7,40860217344.0,0.10402001,0.0991,9969963008.0,2203249920.0,3.53,2026-04-30,-0.527
6989,6989.T,"Hokuriku Electric Industry Co.,Ltd.",北陸電気工業,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,2757.0,3098.536,0.8897751,21630322688,8.915117,,0.08939,309.25,42976002048.0,0.08022001,0.04812,11832999936.0,9061000192.0,3.24,2026-04-30,-0.564
6863,6863.T,Nireco Corporation,ニレコ,スタンダード（内国株式）,電気機器,電機・精密,Technology,Scientific & Technical Instruments,JPY,2084.0,2289.024,0.91043174,14916515840,10.344485,12.294985,0.084350005,201.46,10832000000.0,0.122930005,0.12675,4027000064.0,612000000.0,4.73,2026-04-30,-0.571
7292,7292.T,Murakami Corporation,村上開明堂,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,6790.0,7874.148,0.86231554,78663868416,11.747405,,0.08432999,578.0,115085000704.0,0.075050004,0.057239998,46796001280.0,0.0,3.09,2026-04-30,-0.6
8011,8011.T,Sanyo Shokai Ltd.,三陽商会,プライム（内国株式）,繊維製品,素材・化学,Consumer Cyclical,Apparel Manufacturing,JPY,3860.0,4011.154,0.9623166,39022120960,9.840914,,0.1026,392.24,58447998976.0,0.055710003,0.07037,23992000512.0,8575000064.0,2.44,2026-04-30,-0.601
5302,5302.T,"Nippon Carbon Co., Ltd.",日本カーボン,プライム（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Specialty Chemicals,JPY,4785.0,4919.377,0.97268414,52754141184,10.953417,10.581601,0.08659001,436.85,37734998016.0,0.14255,0.128,15180000256.0,10330999808.0,4.18,2026-04-30,-0.636
2153,2153.T,E J Holdings Inc.,Ｅ・Ｊホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Engineering & Construction,JPY,1694.0,1954.309,0.8668026,30451636224,8.2493305,,0.08372,205.35,46393999360.0,0.06958,0.058930002,15902000128.0,12924000256.0,4.04,2026-04-30,-0.643
6637,6637.T,"Terasaki Electric Co.,Ltd.",寺崎電気産業,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,4025.0,4313.445,0.9331289,49365315584,10.92266,16.388435,0.08767,368.5,59927998464.0,0.1016,0.07549,13237999616.0,2607000064.0,1.06,2026-04-30,-0.645
4205,4205.T,Zeon Corporation,日本ゼオン,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1826.0,1891.247,0.9655006,349396893696,10.001643,15.243342,0.09689,182.57,414926012416.0,0.06999,0.08289,36451000320.0,8960000000.0,3.93,2026-04-30,-0.669
7607,7607.T,"Shinwa Co., Ltd.",進和,プライム（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,3025.0,3456.99,0.8750387,40579039232,10.9407215,11.559036,0.0828,276.49,88718000128.0,0.07309,0.04177,25049999360.0,0.0,4.09,2026-04-30,-0.672
