code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at,score,net_income_years,net_income_4y_mean,net_income_4y_cv,net_income_4y_min,net_income_all_positive_4y,revenue_4y_mean,revenue_3y_cagr,roe_3y_mean,roe_3y_min,fcf_5y_mean,fcf_yield_5y,net_buyback_4y,shares_change_4y,composite_b
9059,9059.T,"Kanda Holdings Co.,Ltd.",カンダホールディングス,スタンダード（内国株式）,陸運業,運輸・物流,Industrials,Trucking,JPY,870.0,1291.911,0.673421,18640291840,8.000736,8.51272,0.09033,108.74,52098998272.0,0.079840004,0.04607,15089000448.0,6377999872.0,2.67,2026-04-30,-0.001,4,2050250000.0,0.09774542792652462,1774000000.0,True,50599500000.0,0.02964391537702027,0.09022398013432877,0.0833392055997933,1762000000.0,0.09452641702845785,70000000.0,-0.0046490482816443635,0.552
5351,5351.T,"Shinagawa Refra Co., Ltd.",品川リフラ,プライム（内国株式）,ガラス・土石製品,建設・資材,Industrials,Building Products & Equipment,JPY,1916.0,2615.272,0.73261976,87433060352,9.487497,8.212602,0.28977,201.95,169024995328.0,0.057550002,0.18837,31922999296.0,45035999232.0,4.67,2026-04-30,1.777,4,9668250000.0,0.37424625942451867,5308000000.0,True,130998500000.0,0.09152624144544275,0.14819794760902685,0.11342005904153206,5499250000.0,0.06289668893963411,2251000000.0,-0.024670021470659997,0.473
4365,4365.T,"Matsumoto Yushi-Seiyaku Co.,Ltd.",松本油脂製薬,スタンダード（内国株式）,化学,素材・化学,,,JPY,21110.0,29715.572,0.71040195,61313785856,8.967143,,0.081140004,2354.15,40668000256.0,0.21073,0.16654,51154001920.0,0.0,,2026-04-30,0.205,4,6768000000.0,0.11458592924218479,5491000000.0,True,40383000000.0,0.05009564237762465,0.10381141300423062,0.08942189985532767,5437500000.0,0.08868315541255883,4808000000.0,-0.10329815556227262,0.456
1798,1798.T,Moriya Corporation,守谷商会,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1194.0,1668.638,0.71555364,13020212224,4.750915,,0.16181,251.32,53027000320.0,0.06083,0.05133,10883999744.0,1844999936.0,9.84,2026-04-30,0.551,4,1433309000.0,0.2155513190890603,900315000.0,True,42856967500.0,0.08976438900598804,0.09947508260136251,0.07210229465753963,1355442000.0,0.10410291143346574,121922000.0,-0.008907103825136597,0.353
6191,6191.T,AirTrip Corp.,エアトリ,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Travel Services,JPY,685.0,713.164,0.9605084,15598652416,8.655547,7.67421,0.15899,79.14,29682999296.0,0.14827,0.08631,12483999744.0,6616999936.0,1.46,2026-04-30,0.167,4,1694500000.0,0.15772131586574378,1274000000.0,True,22912500000.0,0.2740707521001735,0.1318663375014192,0.1183739837398374,2411250000.0,0.1545806609247033,,0.012803989826131179,0.348
6419,6419.T,Mars Group Holdings Corporation,マースグループホールディングス,プライム（内国株式）,機械,機械,Consumer Cyclical,Leisure,JPY,2792.0,4511.768,0.61882615,51523948544,7.1333675,15.756208,0.08817001,391.4,32696530944.0,0.29177,0.21583,37779460096.0,625137984.0,5.31,2026-04-30,0.748,4,5575558000.0,0.5577080414819655,1855121000.0,True,28569004250.0,0.40902766715736094,0.10271005660486264,0.056894906898065666,3916504750.0,0.07601328820238641,1123465000.0,0.09524498692779093,0.336
7888,7888.T,Sanko Gosei Ltd.,三光合成,プライム（内国株式）,化学,素材・化学,Technology,Semiconductor Equipment & Materials,JPY,866.0,1187.78,0.7290912,26398939136,6.594578,7.2347536,0.12641,131.32,96659996672.0,0.058080003,0.043920003,13537999872.0,26383998976.0,3.26,2026-04-30,0.155,4,2594000000.0,0.30211063855479564,1811000000.0,True,82914750000.0,0.1153347079953213,0.10178140947014719,0.08680706549874719,2039500000.0,0.07725689238848056,-0.0,-1.8698443960962763e-06,0.294
9414,9414.T,Nippon BS Broadcasting Corporation,日本ＢＳ放送,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Broadcasting,JPY,906.0,1354.211,0.6690242,16157598720,14.196177,13.111433,0.11429,63.82,12115999744.0,0.27354,0.14642,8995000320.0,509000000.0,3.32,2026-04-30,0.828,4,1446665750.0,0.06679839376696317,1345307000.0,True,12180484750.0,-0.012055266138566001,0.06059731276579927,0.056025173508264116,1485495000.0,0.0919378569639338,,0.0007189438041508289,0.26
7102,7102.T,"Nippon Sharyo, Ltd.",日本車輌製造,プライム（内国株式）,輸送用機器,自動車・輸送機,Industrials,Railroads,JPY,3730.0,5699.997,0.6543863,53821022208,4.6161084,,0.15877,808.04,99970998272.0,0.1541,0.116639994,5087000064.0,32597000192.0,1.35,2026-04-30,0.953,4,5035250000.0,0.23786939933391413,3118000000.0,True,94097250000.0,0.00815131041328332,0.08644103540444041,0.06310016493468384,2869750000.0,0.05332024332256993,,-0.00015694199119131724,0.139
9845,9845.T,Parker Corporation,パーカーコーポレーション,スタンダード（内国株式）,化学,素材・化学,Industrials,Industrial Distribution,JPY,1393.0,1932.72,0.7207459,34864640000,8.841077,,0.08737001,157.56,72078999552.0,0.08442,0.05566,24034000896.0,4922999808.0,2.35,2026-04-30,-0.136,4,2603000000.0,0.28659046222566736,1521000000.0,True,61128000000.0,0.11892018713495678,0.0758192780219218,0.06459838504037399,2966750000.0,0.0850933782766723,231000000.0,-0.007577084117547872,0.136
9110,9110.T,"NS United Kaiun Kaisha, Ltd.",ＮＳユナイテッド海運,プライム（内国株式）,海運業,運輸・物流,Industrials,Marine Shipping,JPY,7600.0,7613.526,0.9982234,179098255360,8.728609,,0.13108,870.7,229281005568.0,0.097629994,0.09679,67036999680.0,75575001088.0,3.81,2026-04-30,-0.358,4,21948000000.0,0.1785309568197973,17986000000.0,True,231818500000.0,0.08084347758016164,0.15352493583371282,0.11924232042571449,24527000000.0,0.13694717433566853,3000000.0,-4.387550744844315e-05,0.12
4992,4992.T,"Hokko Chemical Industry Co., Ltd.",北興化学工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Agricultural Inputs,JPY,1711.0,2173.098,0.78735524,44110004224,10.06589,11.301189,0.09056,169.98,50014998528.0,0.14074,0.09538999,6975000064.0,1000000000.0,3.12,2026-04-30,-0.104,4,4099000000.0,0.06536040475313837,3724000000.0,True,46352750000.0,0.030706125672886886,0.08788220149194365,0.08618111803112932,3405750000.0,0.07721037573936461,-0.0,-0.04805545595969529,0.093
5184,5184.T,"Nichirin Co., Ltd.",ニチリン,スタンダード（内国株式）,ゴム製品,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,3955.0,4574.491,0.864577,52183273472,9.454937,10.709451,0.10398,418.3,73668001792.0,0.11068,0.07485,23619000320.0,2131000064.0,4.81,2026-04-30,-0.254,4,5544500000.0,0.10914415634397494,4578000000.0,True,69956750000.0,0.04707494627195752,0.1097658408414664,0.09415179714846751,5416250000.0,0.10379283704588213,2527000000.0,-0.05704307866577807,0.089
9628,9628.T,"SAN Holdings, Inc.",燦ホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,1390.0,1850.127,0.7512998,28797325312,6.0906143,,0.12838,228.22,39016001536.0,0.09323,0.11885,6864000000.0,15466999808.0,4.09,2026-04-30,0.223,4,2976750000.0,0.3496865650396851,2040000000.0,True,24021250000.0,0.16939263871866217,0.09965202120925128,0.07328040687217019,2195000000.0,0.07622235663272976,1648000000.0,-0.040930630843929006,0.07
5356,5356.T,"Mino Ceramic Co., Ltd.",美濃窯業,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Building Materials,JPY,1173.0,1489.744,0.7873836,12034774016,9.464256,,0.091639996,123.94,15674000384.0,0.10074,0.08568,3576000000.0,1440000000.0,3.57,2026-04-30,-0.212,4,1006103750.0,0.1973570657614395,680082000.0,True,14059527500.0,0.06660526634100616,0.08567871482752303,0.08096383488861666,772583500.0,0.06419592914439981,12000.0,0.0005447624176369015,-0.045
3176,3176.T,"Sanyo Trading Co., Ltd.",三洋貿易,プライム（内国株式）,卸売業,商社・卸売,Industrials,Industrial Distribution,JPY,1556.0,1831.957,0.8493649,44828626944,9.760993,7.398602,0.10125,159.41,132562796544.0,0.05582,0.039049998,11512000512.0,3801999872.0,3.66,2026-04-30,-0.406,4,4726110750.0,0.06947088556416098,4296933000.0,True,123435800750.0,0.06053987183289267,0.1077484616371377,0.093118885285231,3231100000.0,0.07207671125052069,,0.0030144214573750716,-0.073
6161,6161.T,Estic Corporation,エスティック,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1012.0,1065.825,0.94949925,10087479296,8.8153305,9.1236925,0.10271,114.8,7378999808.0,0.18417999,0.13931,2873999872.0,0.0,5.91,2026-04-30,-0.261,4,1053770500.0,0.13247896813036558,820228000.0,True,6870557250.0,0.11054895799039888,0.13001190013342165,0.12040628939115428,739176000.0,0.07327658162263652,269000.0,0.003222384312524529,-0.109
9115,9115.T,"Meiji Shipping Group Co., Ltd.",明海グループ,スタンダード（内国株式）,海運業,運輸・物流,Industrials,Integrated Freight & Logistics,JPY,1274.0,1525.678,0.8350386,43387781120,8.900377,,0.13999,143.14,64422998016.0,0.10329001,0.091800004,56364998656.0,149697003520.0,0.36,2026-04-30,0.159,4,4429710250.0,0.33022143066332804,2812147000.0,True,59109759500.0,0.1381327933718579,0.13738860721787177,0.06212622724504236,4793872250.0,0.11048899312784216,106000.0,0.012686671839560626,-0.11
1716,1716.T,Dai-Ichi Cutter Kogyo k.k.,第一カッター興業,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1431.0,1756.889,0.8145079,16102823936,9.420671,5.989954,0.08911,151.9,20347000832.0,0.11812,0.08399,9733999616.0,288000000.0,2.8,2026-04-30,-0.254,4,1706971750.0,0.15729462776200767,1327762000.0,True,21065112500.0,-0.011599345902621128,0.1025103558166297,0.07101460379196639,1324168000.0,0.08223203614861904,,-0.009529940448768648,-0.127
9247,9247.T,TRE Holdings Corporation,ＴＲＥホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Waste Management,JPY,1599.0,1705.623,0.9374873,75191967744,4.8142347,12.074304,0.17698,332.14,123234000896.0,0.19368,0.11379,26589999104.0,64632000512.0,3.05,2026-04-30,0.541,4,6461750000.0,0.5277972540998637,3623000000.0,True,92621000000.0,0.2026053435743307,0.10363947747406305,0.054636897625564576,13057500000.0,0.17365551656336237,5159000000.0,-0.04985620603671226,-0.13
7607,7607.T,"Shinwa Co., Ltd.",進和,プライム（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,3025.0,3456.99,0.8750387,40579039232,10.9407215,11.559036,0.0828,276.49,88718000128.0,0.07309,0.04177,25049999360.0,0.0,4.09,2026-04-30,-0.604,4,3352923750.0,0.11836846921642256,2729798000.0,True,77792231250.0,0.06626567842060616,0.08035884129868985,0.0677543240013254,4796200500.0,0.11819403787701782,2735000.0,0.0028087340134277383,-0.135
7242,7242.T,KYB Corporation,カヤバ,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,4490.0,5367.096,0.836579,193831731200,8.114507,7.2052126,0.13303,553.33,469482995712.0,0.06855,0.06463,50452000768.0,109362003968.0,3.34,2026-04-30,-0.019,4,20119000000.0,0.25091321477186407,14899000000.0,True,425165500000.0,0.04116032566292316,0.10274649324828987,0.06730543358450335,17322000000.0,0.08936617287974777,8789000000.0,-0.062265171826256904,-0.194
6371,6371.T,Tsubakimoto Chain Co.,椿本チエイン,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,2351.0,2706.237,0.86873394,229166792704,10.847097,11.935222,0.087510005,216.74,281984008192.0,0.08719,0.08136,67101999104.0,28483000320.0,3.43,2026-04-30,-0.499,4,17239500000.0,0.19469409171497562,13742000000.0,True,253364500000.0,0.08951038922970489,0.0752751670080654,0.06359814046479124,25557250000.0,0.11152248411928797,14567000000.0,-0.07645535378408597,-0.2
9639,9639.T,"Sankyo Frontier Co.,Ltd.",三協フロンテア,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Real Estate,Real Estate - Diversified,JPY,2153.0,2271.491,0.9478356,47850536960,9.3328705,,0.10864,230.69,53487001600.0,0.15507,0.09894,4092000000.0,4100000000.0,4.17,2026-04-30,-0.284,4,5369750000.0,0.13356909711878698,4337000000.0,True,52952500000.0,0.016872154287379093,0.1162362801716194,0.10851180944755805,3621500000.0,0.07568358121095575,-0.0,-7.85988086454692e-05,-0.214
2475,2475.T,"WDB Holdings Co., Ltd.",ＷＤＢホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Staffing & Employment Services,JPY,1490.0,1680.734,0.8865174,28582619136,9.123753,8.361392,0.09974,163.31,50420625408.0,0.09588,0.06058,16692161536.0,0.0,4.16,2026-04-30,-0.395,4,3577791500.0,0.11108578728101072,3051142000.0,True,48728256250.0,0.029423450466897094,0.1186419181183445,0.0985214319751425,1477608750.0,0.05169605846718721,259097000.0,-0.005074589391814266,-0.268
2001,2001.T,Nippn Corporation,ニップン,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,2641.0,3268.967,0.8079005,218714537984,11.61645,11.437852,0.08039,227.35,415811010560.0,0.06313,0.05013,41408000000.0,59015000064.0,2.48,2026-04-30,-0.489,4,17677750000.0,0.4475485290240604,9327000000.0,True,374558500000.0,0.08540810823309064,0.09674068789278285,0.056493753200486746,17455000000.0,0.07980722342872752,451000000.0,0.016271849453189935,-0.274
4251,4251.T,KEIWA Incorporated,恵和,プライム（内国株式）,化学,素材・化学,Technology,Electronic Components,JPY,1194.0,1290.258,0.92539626,22083665920,9.779671,8.081219,0.09688,122.09,20472999936.0,0.18552,0.11078,9379000320.0,2155000064.0,4.18,2026-04-30,-0.254,4,2975897000.0,0.3784321955468935,1983094000.0,True,20069145500.0,-0.010042980801124757,0.1089274179068338,0.09691544469363228,1481583750.0,0.06708957450122484,958102000.0,0.9209350463212995,-0.317
9906,9906.T,Fujii Sangyo Corporation,藤井産業,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,4255.0,4721.066,0.9012795,35982680064,7.3355746,,0.13377,580.05,103913996288.0,0.05071,0.050100002,20208001024.0,1192999936.0,3.12,2026-04-30,-0.227,4,3230439000.0,0.21405725851293872,2397190000.0,True,86200904500.0,0.08648748577821563,0.1060442824289858,0.09195436554613517,2237101250.0,0.06217161273204266,455000.0,-0.0009937389249852213,-0.321
6322,6322.T,Tacmina Corporation,タクミナ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1562.0,1586.312,0.98467386,10785076224,8.885603,,0.11094,175.79,11255000064.0,0.12911001,0.10298,3137999872.0,400000000.0,3.2,2026-04-30,-0.431,4,1088410000.0,0.12345459061656498,880311000.0,True,10139011750.0,0.0862084068175768,0.12326441439431617,0.11982054062895814,608450000.0,0.05641592023670801,615069000.0,-0.044806862906837,-0.339
9428,9428.T,Crops Corporation,クロップス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Telecom Services,JPY,1334.0,1354.469,0.98488784,12614445056,14.640035,,0.13095,91.12,64951001088.0,0.059609998,0.01926,9795999744.0,2566000128.0,1.86,2026-04-30,-0.439,4,1212250000.0,0.1431589876430344,991000000.0,True,52438250000.0,0.10754514323742526,0.10379980273880525,0.08383030918242186,1426000000.0,0.11304500464899404,1213000000.0,0.04645599450661031,-0.363
7292,7292.T,Murakami Corporation,村上開明堂,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,6790.0,7874.148,0.86231554,78663868416,11.747405,,0.08432999,578.0,115085000704.0,0.075050004,0.057239998,46796001280.0,0.0,3.09,2026-04-30,-0.551,4,5266250000.0,0.15937022301011183,3865000000.0,True,94511000000.0,0.1405948452383463,0.07227332234334292,0.06914565614492316,5490500000.0,0.06979697427241258,3469000000.0,-0.06561046217152855,-0.384
6489,6489.T,"Maezawa Industries, Inc.",前澤工業,スタンダード（内国株式）,機械,機械,Industrials,Pollution & Treatment Controls,JPY,1807.0,1858.201,0.9724459,31814533120,9.528581,29.334415,0.11212,189.64,38980001792.0,0.23034,0.08889,5948000256.0,6457999872.0,2.58,2026-04-30,-0.086,4,2845000000.0,0.18135635015323137,2142000000.0,True,34320500000.0,0.06661171198341753,0.11791659757785139,0.10644848820314122,1908750000.0,0.05999616567687667,,-0.029185950844458852,-0.418
3636,3636.T,"Mitsubishi Research Institute, Inc.",三菱総合研究所,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Information Technology Services,JPY,4480.0,5027.026,0.891183,70601940992,7.077856,11.561291,0.12774,632.96,128592003072.0,0.14012,0.07757,16172000256.0,971000000.0,3.7,2026-04-30,0.005,4,6345750000.0,0.15076131624909778,5003000000.0,True,118891500000.0,0.013641453080228017,0.08803208067068595,0.07499063179195084,3930750000.0,0.05567481495226029,2918000000.0,-0.03084391929644059,-0.508
1888,1888.T,"Wakachiku Construction Co., Ltd.",若築建設,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,3620.0,3925.371,0.9222058,46060490752,10.486979,,0.08552,345.19,101077999616.0,0.08497,0.041100003,16474000384.0,20938000384.0,3.49,2026-04-30,-0.66,4,4740000000.0,0.13831137386683653,3690000000.0,True,88636500000.0,-0.010205024947627206,0.11127363949934603,0.07830155648215933,2967500000.0,0.06442614812720265,343000000.0,-0.0035294464539991077,-0.521
6272,6272.T,"Rheon Automatic Machinery Co., Ltd.",レオン自動機,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1516.0,1529.241,0.9913415,40940670976,11.009441,9.519623,0.102060005,137.7,40860217344.0,0.10402001,0.0991,9969963008.0,2203249920.0,3.53,2026-04-30,-0.612,4,2947395000.0,0.32165701567598776,1486773000.0,True,34693038250.0,0.1383340327287459,0.10172540231668635,0.0916230377005002,2874415000.0,0.07020927921980133,2670000.0,0.003973162610950487,-0.573
7931,7931.T,"Mirai Industry Co.,Ltd.",未来工業,プライム（内国株式）,化学,素材・化学,Industrials,Electrical Equipment & Parts,JPY,2985.0,3344.328,0.892556,48242917376,10.270437,10.240137,0.08715,290.64,45673000960.0,0.15682,0.102819994,23241000960.0,178000000.0,3.35,2026-04-30,-0.355,4,3805500000.0,0.3089326854603719,2531000000.0,True,41419250000.0,0.069232537762288,0.08452369447811865,0.05673670815357398,3285000000.0,0.06809289691991616,4658000000.0,-0.061016446753465514,-0.627
4526,4526.T,"Riken Vitamin Co., Ltd.",理研ビタミン,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,2784.0,2790.644,0.99761915,81258864640,8.812078,9.816643,0.11729,315.93,95232999424.0,0.06435,0.09979,17675999232.0,8183000064.0,4.0,2026-04-30,-0.594,4,11534750000.0,0.5119841130720544,6414000000.0,True,88761750000.0,0.0645359329378421,0.11064331112739412,0.09304957131044088,4880250000.0,0.060058062854076326,7493000000.0,-0.08933718651022282,-0.643
9045,9045.T,"Keihan Holdings Co., Ltd.",京阪ホールディングス,プライム（内国株式）,陸運業,運輸・物流,Industrials,Conglomerates,JPY,3244.0,3264.6,0.99368984,327327252480,11.62599,13.613665,0.09205,279.03,305289986048.0,0.17365,0.09477,17307000832.0,403042009088.0,2.93,2026-04-30,-0.51,4,20091500000.0,0.35740346429872516,9589000000.0,True,283470250000.0,0.06699157717410942,0.08297017582650806,0.06780854600868147,30860500000.0,0.09428026467758166,17648000000.0,-0.05202213778737197,-0.681
4028,4028.T,"Ishihara Sangyo Kaisha,Ltd.",石原産業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,3005.0,3157.078,0.95182955,114956935168,8.6172285,12.243817,0.14339,348.72,147846004736.0,0.117580004,0.109689996,34958000128.0,71380000768.0,3.95,2026-04-30,-0.059,4,8758750000.0,0.20255674963734607,6947000000.0,True,131461250000.0,0.09379497739215892,0.07608044319044109,0.07339711250455629,6500000000.0,0.056542913139609983,,-0.04242552480990425,-0.721
9025,9025.T,"Konoike Transport Co.,Ltd.",鴻池運輸,プライム（内国株式）,陸運業,運輸・物流,Industrials,Integrated Freight & Logistics,JPY,2832.0,2884.503,0.9817983,150378119168,12.069553,11.124205,0.088240005,234.64,356848992256.0,0.07324,0.03569,56801001472.0,57237000192.0,3.85,2026-04-30,-0.818,4,10422000000.0,0.23719819517776625,7988000000.0,True,318307250000.0,0.0460829643410936,0.08699994629730821,0.0714907030220561,10956500000.0,0.0728596690836356,,0.00295920445910669,-0.738
6863,6863.T,Nireco Corporation,ニレコ,スタンダード（内国株式）,電気機器,電機・精密,Technology,Scientific & Technical Instruments,JPY,2084.0,2289.024,0.91043174,14916515840,10.344485,12.294985,0.084350005,201.46,10832000000.0,0.122930005,0.12675,4027000064.0,612000000.0,4.73,2026-04-30,-0.529,4,960124750.0,0.43017682902616716,406151000.0,True,9472744000.0,0.0983873255317187,0.07444426495647012,0.06053259405842531,795180750.0,0.053308745723827156,138000.0,0.009372938158254573,-0.74
7438,7438.T,Kondotec Inc.,コンドーテック,プライム（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,1450.0,1470.679,0.9859392,37139865600,11.575922,13.809524,0.08569,125.26,81684996096.0,0.060549997,0.040370002,13669999616.0,5650999808.0,3.55,2026-04-30,-0.892,4,2808750000.0,0.16450319913275646,2284000000.0,True,74408500000.0,0.061801862018941556,0.09067927800809798,0.07866907822913102,2134750000.0,0.05747866788187839,902000000.0,-0.004147180263764816,-0.773
