code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at,score
2993,2993.T,Choei Inc.,長栄,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,2380.0,2761.904,0.8617244,10400524288,5.5174336,,0.18962999,431.36,10622000128.0,0.22368,0.20185,11143000064.0,50975997952.0,4.13,2026-04-30,0.947
6149,6149.T,"Odawara Engineering Co., Ltd.",小田原エンジニアリング,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1984.0,3238.266,0.6126736,11351614464,4.8988867,10.730124,0.13239999,404.99,18237999104.0,0.19405001,0.12693,8725000192.0,0.0,3.51,2026-04-30,0.913
8387,8387.T,"The Shikoku Bank, Ltd.",四国銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,2559.0,4488.418,0.57013404,106869907456,16.31599,,0.09653,156.84,53284999168.0,0.27794,0.3197,160461996032.0,213524004864.0,2.3,2026-04-30,0.912
9414,9414.T,Nippon BS Broadcasting Corporation,日本ＢＳ放送,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Broadcasting,JPY,906.0,1354.211,0.6690242,16157598720,14.196177,13.111433,0.11429,63.82,12115999744.0,0.27354,0.14642,8995000320.0,509000000.0,3.32,2026-04-30,0.828
6430,6430.T,"Daikoku Denki Co., Ltd.",ダイコク電機,プライム（内国株式）,機械,機械,Technology,Computer Hardware,JPY,2352.0,3478.158,0.67622,34244702208,5.4357624,37.813503,0.13354,432.69,55001300992.0,0.19377,0.11598,18553802752.0,0.0,4.24,2026-04-30,0.764
6419,6419.T,Mars Group Holdings Corporation,マースグループホールディングス,プライム（内国株式）,機械,機械,Consumer Cyclical,Leisure,JPY,2792.0,4511.768,0.61882615,51523948544,7.1333675,15.756208,0.08817001,391.4,32696530944.0,0.29177,0.21583,37779460096.0,625137984.0,5.31,2026-04-30,0.748
9508,9508.T,"Kyushu Electric Power Company, Incorporated",九州電力,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Independent Power Producers,JPY,1689.0,2385.836,0.707928,798530404352,4.642278,10.310726,0.16837999,363.83,2290826870784.0,0.089370005,0.079,328004009984.0,3278033911808.0,2.86,2026-04-30,0.721
4977,4977.T,Nitta Gelatin Inc.,新田ゼラチン,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1196.0,1289.545,0.9274589,21752471552,4.771594,10.101351,0.21492,250.65,37509001216.0,0.1144,0.121379994,5967000064.0,6888000000.0,2.96,2026-04-30,0.708
8917,8917.T,"First Juken Co., Ltd.",ファースト住建,スタンダード（内国株式）,不動産業,不動産,Consumer Cyclical,Residential Construction,JPY,1105.0,2929.224,0.377233,15374509056,10.765783,,0.085710004,102.64,39623999488.0,0.08201,0.06289,13107000320.0,9676000256.0,3.83,2026-04-30,0.705
5445,5445.T,"Tokyo Tekko Co., Ltd.",東京鐵鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,1806.0,2432.047,0.7425843,45709860864,4.5421395,7.0054307,0.15648,397.61,73455001600.0,0.15199,0.12606,7456999936.0,4536000000.0,12.72,2026-04-30,0.702
9022,9022.T,Central Japan Railway Company,東海旅客鉄道,プライム（内国株式）,陸運業,運輸・物流,Industrials,Railroads,JPY,3744.0,5185.515,0.7220112,3576475942912,6.5582957,8.819373,0.114700004,570.88,2006218047488.0,0.27111,0.27558002,368593010688.0,4805923176448.0,0.79,2026-04-30,0.691
4231,4231.T,Tigers Polymer Corporation,タイガースポリマー,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,988.0,2273.48,0.43457606,19300683776,5.0177755,,0.095410004,196.9,50891001856.0,0.06771,0.078600004,18517000192.0,2024999936.0,3.55,2026-04-30,0.615
7466,7466.T,SPK Corporation,ＳＰＫ,プライム（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Auto Parts,JPY,1272.0,2794.838,0.4551248,25685903360,9.753105,,0.10411,130.42,74135003136.0,0.05129,0.03793,8184000000.0,8057999872.0,2.81,2026-04-30,0.601
6418,6418.T,"Japan Cash Machine Co., Ltd.",日本金銭機械,プライム（内国株式）,機械,機械,Industrials,Business Equipment & Supplies,JPY,973.0,1295.077,0.75130665,26394202112,5.702397,32.00658,0.14310001,170.63,30916444160.0,0.16922002,0.15174,22408933376.0,9450000384.0,4.07,2026-04-30,0.597
8928,8928.T,Anabuki Kosan Inc.,穴吹興産,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,2507.0,4547.755,0.551261,26741669888,4.962784,,0.1166,505.16,147807993856.0,0.086289994,0.03645,15105000448.0,70982000640.0,2.82,2026-04-30,0.588
3020,3020.T,"Applied Co.,Ltd.",アプライド,スタンダード（内国株式）,小売業,小売,Technology,Electronics & Computer Distribution,JPY,3890.0,4855.254,0.80119395,10514067456,4.933418,,0.18445,788.5,48638001152.0,0.067210004,0.04632,7578999808.0,320000000.0,2.57,2026-04-30,0.581
5906,5906.T,"MK Seiko Co., Ltd.",エムケー精工,スタンダード（内国株式）,金属製品,建設・資材,Technology,Consumer Electronics,JPY,865.0,1347.215,0.6420653,12045784064,7.7460375,,0.114630006,111.67,28500000768.0,0.16099001,0.07119,5346999808.0,3351000064.0,1.73,2026-04-30,0.563
2112,2112.T,"Ensuiko Sugar Refining Co., Ltd.",塩水港精糖,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Confectioners,JPY,501.0,710.072,0.70556223,13788808192,5.297663,,0.14479,94.57,32724000768.0,0.11206,0.07872,2696999936.0,6967000064.0,3.95,2026-04-30,0.559
1798,1798.T,Moriya Corporation,守谷商会,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1194.0,1668.638,0.71555364,13020212224,4.750915,,0.16181,251.32,53027000320.0,0.06083,0.05133,10883999744.0,1844999936.0,9.84,2026-04-30,0.551
2418,2418.T,TSUKADA GLOBAL HOLDINGS Inc.,ツカダ・グローバルホールディング,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,620.0,785.951,0.7888533,29167136768,6.1624093,,0.123409994,100.61,73094995968.0,0.24826999,0.06523,27990999040.0,77720002560.0,2.25,2026-04-30,0.542
9247,9247.T,TRE Holdings Corporation,ＴＲＥホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Waste Management,JPY,1599.0,1705.623,0.9374873,75191967744,4.8142347,12.074304,0.17698,332.14,123234000896.0,0.19368,0.11379,26589999104.0,64632000512.0,3.05,2026-04-30,0.541
9248,9248.T,"People, Dreams & Technologies Group Co., Ltd.",人・夢・技術グループ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Engineering & Construction,JPY,1546.0,2397.067,0.64495486,13512257536,8.748797,,0.12982,176.71,47473999872.0,0.09252,0.05519,8024000000.0,14403999744.0,3.88,2026-04-30,0.503
8152,8152.T,SOMAR Corporation,ソマール,スタンダード（内国株式）,卸売業,商社・卸売,Basic Materials,Specialty Chemicals,JPY,5520.0,11109.357,0.49687842,10697351168,4.7665105,,0.09273,1158.08,30656999424.0,0.086289994,0.06165,11198999552.0,6111000064.0,1.79,2026-04-30,0.486
8860,8860.T,Fuji Corporation Limited,フジ住宅,プライム（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,805.0,1604.275,0.50178427,28814913536,5.537975,,0.09658,145.36,140851511296.0,0.056149997,0.03797,20689860608.0,111590506496.0,3.98,2026-04-30,0.423
1518,1518.T,"Mitsui Matsushima Holdings Co., Ltd.",三井松島ホールディングス,プライム（内国株式）,その他製品,情報通信・サービスその他,Energy,Thermal Coal,JPY,1356.0,1379.069,0.9832721,51928915968,6.6824365,6.560232,0.18361999,202.92,64461000704.0,0.16,0.16667,6489999872.0,51335000064.0,4.61,2026-04-30,0.391
7173,7173.T,"Tokyo Kiraboshi Financial Group, Inc.",東京きらぼしフィナンシャルグループ,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,11700.0,13398.893,0.8732065,354405974016,12.988022,,0.09907,900.83,153629999104.0,0.33841,0.24905,931164979200.0,169728999424.0,1.43,2026-04-30,0.356
7254,7254.T,Univance Corporation,ユニバンス,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,798.0,1447.978,0.5511133,16652989440,7.8442936,,0.09348,101.73,54839001088.0,0.083009996,0.047870003,9857999872.0,408000000.0,2.03,2026-04-30,0.348
1911,1911.T,"Sumitomo Forestry Co., Ltd.",住友林業,プライム（内国株式）,建設業,建設・資材,Consumer Cyclical,Residential Construction,JPY,1388.0,2025.788,0.68516546,848670162944,7.9765534,2.216261,0.12991,174.01,1141233942528.0,0.06561,0.031229999,89054003200.0,302932983808.0,3.47,2026-04-30,0.323
5644,5644.T,Metalart Corporation,メタルアート,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄,Industrials,Metal Fabrication,JPY,5060.0,8720.622,0.5802338,14484958208,7.920978,,0.09182,638.81,44818001920.0,0.10054,0.048189998,10115999744.0,4818999808.0,2.91,2026-04-30,0.31
7022,7022.T,Sanoyas Holdings Corporation,サノヤスホールディングス,スタンダード（内国株式）,機械,機械,Industrials,Aerospace & Defense,JPY,311.0,334.043,0.9310179,10415034368,7.9276066,,0.17322999,39.23,28017000448.0,0.10782,0.06296,3022000128.0,11111000064.0,2.34,2026-04-30,0.263
5981,5981.T,"Tokyo Rope Mfg. Co., Ltd.",東京製綱,プライム（内国株式）,金属製品,建設・資材,Industrials,Specialty Industrial Machinery,JPY,1703.0,2549.091,0.6680813,26260756480,7.1747556,7.6919603,0.11254,237.36,63146000384.0,0.08618,0.066420004,5472000000.0,23019999232.0,3.78,2026-04-30,0.253
9856,9856.T,"Ku Holdings Co.,Ltd.",ケーユーホールディングス,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Auto & Truck Dealerships,JPY,1139.0,2185.965,0.52105135,35714424832,6.56787,,0.085200004,173.42,164998004736.0,0.05172,0.034879997,10353999872.0,14574000128.0,6.55,2026-04-30,0.247
6658,6658.T,"Shirai Electronics Industrial Co., Ltd.",シライ電子工業,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,682.0,690.584,0.98757,10173589504,5.6067085,,0.19188,121.64,29821999104.0,0.082279995,0.06264,1475000064.0,2852000000.0,5.12,2026-04-30,0.231
1867,1867.T,UEKI Corporation,植木組,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2516.0,4676.622,0.53799516,16545192960,7.0656295,,0.08371,356.09,61316001792.0,0.064380005,0.04004,4368999936.0,4401999872.0,3.84,2026-04-30,0.227
9628,9628.T,"SAN Holdings, Inc.",燦ホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,1390.0,1850.127,0.7512998,28797325312,6.0906143,,0.12838,228.22,39016001536.0,0.09323,0.11885,6864000000.0,15466999808.0,4.09,2026-04-30,0.223
5280,5280.T,"Yoshicon Co.,Ltd.",ヨシコン,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate - Development,JPY,2518.0,4041.655,0.6230121,17610403840,4.3186693,,0.091520004,583.05,26802999296.0,0.10694,0.093389995,2028000000.0,15745999872.0,6.31,2026-04-30,0.219
4208,4208.T,UBE Corporation,ＵＢＥ,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2369.5,4373.067,0.5418394,230175539200,39.957844,6.8997145,0.08762,59.3,459331010560.0,0.05135,0.07703,53071998976.0,355045015552.0,4.6,2026-04-30,0.218
3454,3454.T,"First Brothers Co.,Ltd.",ファーストブラザーズ,スタンダード（内国株式）,不動産業,不動産,Financial Services,Asset Management,JPY,1171.0,1863.147,0.6285065,16422444032,9.388278,,0.08488,124.73,20508160000.0,0.13359,0.10596,2618898944.0,55393837056.0,3.17,2026-04-30,0.218
8897,8897.T,"MIRARTH HOLDINGS,Inc.",ＭＩＲＡＲＴＨホールディングス,プライム（内国株式）,不動産業,不動産,Real Estate,Real Estate - Development,JPY,397.0,593.432,0.6689899,53983502336,10.09151,,0.11354,39.34,188438003712.0,0.06985,0.049439996,38368002048.0,269152993280.0,5.26,2026-04-30,0.212
4365,4365.T,"Matsumoto Yushi-Seiyaku Co.,Ltd.",松本油脂製薬,スタンダード（内国株式）,化学,素材・化学,,,JPY,21110.0,29715.572,0.71040195,61313785856,8.967143,,0.081140004,2354.15,40668000256.0,0.21073,0.16654,51154001920.0,0.0,,2026-04-30,0.205
6493,6493.T,NITTAN Corporation,ＮＩＴＴＡＮ,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,601.0,1051.78,0.57141227,17312145408,8.566134,,0.08814,70.16,51469000704.0,0.069910005,0.043909997,11756000256.0,12357000192.0,3.28,2026-04-30,0.204
3447,3447.T,"Shinwa Co., Ltd.",信和,スタンダード（内国株式）,金属製品,建設・資材,Industrials,Metal Fabrication,JPY,977.0,1243.508,0.7856805,13247823872,10.135906,,0.109230004,96.39,20060590080.0,0.17859,0.088929996,2563793920.0,10144431104.0,3.59,2026-04-30,0.2
1850,1850.T,"Nankai Tatsumura Construction Co., Ltd.",南海辰村建設,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,423.0,638.556,0.6624321,12194074624,5.9012275,,0.11437,71.68,50148999168.0,0.05609,0.039920002,8120999936.0,788000000.0,1.71,2026-04-30,0.196
8935,8935.T,"FJ Next Holdings Co., Ltd.",ＦＪネクストホールディングス,プライム（内国株式）,不動産業,不動産,Real Estate,Real Estate - Diversified,JPY,1504.0,2325.005,0.6468804,49259286528,6.6808815,,0.10465,225.12,125854998528.0,0.07429,0.060879998,18493999104.0,15662999552.0,3.69,2026-04-30,0.192
7523,7523.T,"Art Vivant Co., Ltd.",アールビバン,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Personal Services,JPY,1589.0,1773.778,0.895828,14471132160,10.630896,,0.090129994,149.47,11484999680.0,0.33263,0.124510005,7261000192.0,11025999872.0,1.87,2026-04-30,0.192
4005,4005.T,"Sumitomo Chemical Company, Limited",住友化学,プライム（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,505.4,629.0,0.8034976,827538210816,9.751109,12.97561,0.12083,51.83,2407775076352.0,0.15158,0.04044,276883013632.0,1221485002752.0,2.65,2026-04-30,0.191
6191,6191.T,AirTrip Corp.,エアトリ,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Travel Services,JPY,685.0,713.164,0.9605084,15598652416,8.655547,7.67421,0.15899,79.14,29682999296.0,0.14827,0.08631,12483999744.0,6616999936.0,1.46,2026-04-30,0.167
9115,9115.T,"Meiji Shipping Group Co., Ltd.",明海グループ,スタンダード（内国株式）,海運業,運輸・物流,Industrials,Integrated Freight & Logistics,JPY,1274.0,1525.678,0.8350386,43387781120,8.900377,,0.13999,143.14,64422998016.0,0.10329001,0.091800004,56364998656.0,149697003520.0,0.36,2026-04-30,0.159
7888,7888.T,Sanko Gosei Ltd.,三光合成,プライム（内国株式）,化学,素材・化学,Technology,Semiconductor Equipment & Materials,JPY,866.0,1187.78,0.7290912,26398939136,6.594578,7.2347536,0.12641,131.32,96659996672.0,0.058080003,0.043920003,13537999872.0,26383998976.0,3.26,2026-04-30,0.155
7460,7460.T,"Yagi & Co.,Ltd.",ヤギ,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Textile Manufacturing,JPY,3805.0,5668.567,0.6712455,30902128640,8.893096,,0.096190006,427.86,85096996864.0,0.10767,0.04995,8053000192.0,17487998976.0,3.86,2026-04-30,0.146
8596,8596.T,"Kyushu Leasing Service Co., Ltd.",九州リースサービス,スタンダード（内国株式）,その他金融業,金融（除く銀行）,Industrials,Rental & Leasing Services,JPY,1399.0,1958.814,0.7142077,31630030848,8.7448435,,0.083179995,159.98,30862999552.0,0.18495001,0.11642,4176999936.0,160576995328.0,4.26,2026-04-30,0.139
8609,8609.T,Okasan Securities Group Inc.,岡三証券グループ,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,904.0,1096.042,0.8247859,180876574720,8.491452,,0.097270004,106.46,91847999488.0,0.23077999,0.23256001,646928990208.0,541029007360.0,4.29,2026-04-30,0.138
7235,7235.T,"Tokyo Radiator Mfg.Co.,Ltd.",東京ラヂエーター製造,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,1423.0,2413.97,0.5894854,13552386048,7.0760813,,0.0848,201.1,35263574016.0,0.0719,0.05589,9665716224.0,0.0,4.13,2026-04-30,0.131
9686,9686.T,"Toyo Tec Co.,Ltd.",東洋テック,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Security & Protection Services,JPY,1536.0,2243.879,0.68452895,15990556672,7.5709777,,0.107480004,202.88,44429000704.0,0.072129995,0.05422,12769999872.0,8245000192.0,4.29,2026-04-30,0.119
7327,7327.T,"Daishi Hokuetsu Financial Group, Inc.",第四北越フィナンシャルグループ,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,1958.0,2084.957,0.9391081,513412300800,13.677005,,0.08083,143.16,202487005184.0,0.37433997,0.20758,2020551950336.0,1468983017472.0,3.14,2026-04-30,0.115
9691,9691.T,"Ryomo Systems Co.,Ltd.",両毛システムズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Application,JPY,3865.0,4254.068,0.90854216,13521833984,6.901909,,0.15145001,559.99,26211000320.0,0.111829996,0.08035,4071000064.0,4506999808.0,1.14,2026-04-30,0.114
4301,4301.T,Amuse Inc.,アミューズ,プライム（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Entertainment,JPY,1970.0,2317.333,0.8501152,31929475072,6.7902937,18.942308,0.14023,290.12,69329002496.0,0.096049994,0.07516,31126999040.0,221000000.0,2.02,2026-04-30,0.101
6797,6797.T,"Nagoya Electric Works Co., Ltd.",名古屋電機工業,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Security & Protection Services,JPY,1233.0,1922.448,0.64136976,14493612032,6.5637474,,0.088,187.85,17079000064.0,0.08663999,0.11241999,6969999872.0,0.0,3.67,2026-04-30,0.077
9503,9503.T,"The Kansai Electric Power Company, Incorporated",関西電力,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Renewable,JPY,2505.5,3031.834,0.8263975,2791285981184,6.44684,7.626396,0.12425,388.64,4133611896832.0,0.1182,0.09635,713609969664.0,4363732123648.0,3.55,2026-04-30,0.068
3946,3946.T,"Tomoku Co., Ltd.",トーモク,プライム（内国株式）,パルプ・紙,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,3490.0,5936.438,0.5878946,57573113856,7.7872233,6.2905555,0.080649994,448.17,222415994880.0,0.060300004,0.03418,15628999680.0,70017998848.0,3.73,2026-04-30,0.059
6382,6382.T,Trinity Industrial Corporation,トリニティ工業,スタンダード（内国株式）,機械,機械,Consumer Cyclical,Auto Parts,JPY,1302.0,2072.784,0.62814075,21010053120,7.807628,,0.08242,166.76,38960001024.0,0.0877,0.06899,10236000256.0,174000000.0,4.65,2026-04-30,0.057
6349,6349.T,Komori Corporation,小森コーポレーション,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1516.0,2256.76,0.6717595,80443572224,9.35456,33.91499,0.08365,162.06,119576002560.0,0.114209995,0.08101,52144001024.0,9774000128.0,4.62,2026-04-30,0.039
2329,2329.T,Tohokushinsha Film Corporation,東北新社,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Entertainment,JPY,602.0,628.042,0.95853466,82889744384,8.772952,,0.16194001,68.62,47584002048.0,0.09395,0.27787,49223999488.0,0.0,4.49,2026-04-30,0.039
9031,9031.T,"Nishi-Nippon Railroad Co., Ltd.",西日本鉄道,プライム（内国株式）,陸運業,運輸・物流,Industrials,Railroads,JPY,2855.5,3550.275,0.8043039,215608918016,7.831656,14.368018,0.12707,364.61,470321004544.0,0.07959,0.06893,49782001664.0,356583014400.0,1.7,2026-04-30,0.036
9202,9202.T,ANA Holdings Inc.,ＡＮＡホールディングス,プライム（内国株式）,空運業,運輸・物流,Industrials,Airlines,JPY,2601.5,3088.879,0.84221494,1178749632512,9.170867,9.259984,0.12322,283.67,2436455989248.0,0.12094,0.06494,1229950025728.0,1188294033408.0,2.28,2026-04-30,0.026
7927,7927.T,Muto Seiko Co.,ムトー精工,スタンダード（内国株式）,化学,素材・化学,Technology,Electronic Components,JPY,1942.0,2921.368,0.6647571,13481094144,7.849002,,0.088520005,247.42,28746999808.0,0.08596,0.061329998,11294000128.0,6758000128.0,7.25,2026-04-30,0.021
4569,4569.T,"KYORIN Pharmaceutical Co., Ltd.",杏林製薬,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,1558.0,2417.367,0.6445029,89509699584,9.597142,14.838096,0.08006,162.34,133257003008.0,0.09616,0.080790006,17809000448.0,29383999488.0,3.66,2026-04-30,0.018
6505,6505.T,Toyo Denki Seizo K.K.,東洋電機製造,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Specialty Industrial Machinery,JPY,2496.0,3443.212,0.72490454,22507556864,10.365018,20.459017,0.094960004,240.81,40468000768.0,0.11287,0.067140006,4239000064.0,13461000192.0,3.0,2026-04-30,0.014
3636,3636.T,"Mitsubishi Research Institute, Inc.",三菱総合研究所,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Information Technology Services,JPY,4480.0,5027.026,0.891183,70601940992,7.077856,11.561291,0.12774,632.96,128592003072.0,0.14012,0.07757,16172000256.0,971000000.0,3.7,2026-04-30,0.005
9059,9059.T,"Kanda Holdings Co.,Ltd.",カンダホールディングス,スタンダード（内国株式）,陸運業,運輸・物流,Industrials,Trucking,JPY,870.0,1291.911,0.673421,18640291840,8.000736,8.51272,0.09033,108.74,52098998272.0,0.079840004,0.04607,15089000448.0,6377999872.0,2.67,2026-04-30,-0.001
6484,6484.T,KVK Corporation,ＫＶＫ,スタンダード（内国株式）,機械,機械,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,2425.0,3743.392,0.6478082,19467509760,8.237371,,0.08094,294.39,30545000448.0,0.087740004,0.07671,3724999936.0,0.0,3.31,2026-04-30,-0.007
4471,4471.T,"Sanyo Chemical Industries, Ltd.",三洋化成工業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,4995.0,6887.171,0.7252615,110497210368,8.104688,16.589172,0.09594,616.31,127749996544.0,0.09957,0.10425,31018999808.0,3576999936.0,3.36,2026-04-30,-0.017
7242,7242.T,KYB Corporation,カヤバ,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,4490.0,5367.096,0.836579,193831731200,8.114507,7.2052126,0.13303,553.33,469482995712.0,0.06855,0.06463,50452000768.0,109362003968.0,3.34,2026-04-30,-0.019
5480,5480.T,"Nippon Yakin Kogyo Co., Ltd.",日本冶金工業,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,4540.0,7143.499,0.63554287,62897446912,6.769249,3.8080862,0.08234999,670.68,152593006592.0,0.06774,0.052210003,12506999808.0,78871003136.0,4.78,2026-04-30,-0.022
9619,9619.T,"Ichinen Holdings Co.,Ltd.",イチネンホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Rental & Leasing Services,JPY,2159.0,2938.594,0.7347051,51119550464,7.13271,8.787139,0.106639996,302.69,160010993664.0,0.06704,0.04481,14565999616.0,111658000384.0,3.71,2026-04-30,-0.03
9201,9201.T,"Japan Airlines Co., Ltd.",日本航空,プライム（内国株式）,空運業,運輸・物流,Industrials,Airlines,JPY,2454.0,2829.268,0.86736214,1054797201408,8.730921,9.8490925,0.12172,281.07,1998822965248.0,0.12669,0.064899996,915057999872.0,866647015424.0,3.89,2026-04-30,-0.035
